request_id,date,sector,client_request,commercial_proposal,budget_est,status
R-1981,2023-09-06,SEO,Need a quote for Backlink strategy by tomorrow.,"Professional Backlink strategy delivery. High quality, quick turnaround.",$1901,Rejected
R-1982,2023-11-17,IT Security,Urgent: Malware removal project. Budget is flexible.,"Professional Malware removal delivery. High quality, quick turnaround.",$4334,Rejected
R-1983,2023-09-08,Translation,Need a quote for App localization by tomorrow.,"Professional App localization delivery. High quality, quick turnaround.",$237,Pending
R-1984,2023-10-03,Mobile App,Looking for a long-term partner for Android bug fix.,"Professional Android bug fix delivery. High quality, quick turnaround.",$3911,Negotiating
R-1985,2023-11-15,SEO,Urgent: Backlink strategy project. Budget is flexible.,"Professional Backlink strategy delivery. High quality, quick turnaround.",$2309,Accepted
R-1986,2023-09-21,SEO,I need a Backlink strategy for my law firm.,"Professional Backlink strategy delivery. High quality, quick turnaround.",$3541,Rejected
R-1987,2023-11-15,Translation,I need a App localization for my SaaS.,"Professional App localization delivery. High quality, quick turnaround.",$1547,Pending
R-1988,2023-10-17,Mobile App,I need a Android bug fix for my law firm.,"Professional Android bug fix delivery. High quality, quick turnaround.",$1806,Negotiating
R-1989,2023-11-22,Data Science,Looking for a long-term partner for PowerBI dashboard.,"Professional PowerBI dashboard delivery. High quality, quick turnaround.",$937,Rejected
R-1990,2023-11-08,Web Dev,Looking for a long-term partner for React dashboard.,"Professional React dashboard delivery. High quality, quick turnaround.",$2145,Pending
R-1991,2023-09-17,SEO,Need a quote for Technical audit by tomorrow.,"Professional Technical audit delivery. High quality, quick turnaround.",$1490,Accepted
R-1992,2023-09-09,IT Security,Can you help with SSL configuration? We are a startup.,"Professional SSL configuration delivery. High quality, quick turnaround.",$2224,Rejected
R-1993,2023-09-28,Mobile App,Looking for a long-term partner for Flutter cross-platform app.,"Professional Flutter cross-platform app delivery. High quality, quick turnaround.",$3514,Negotiating
R-1994,2023-09-10,Data Science,Urgent: PowerBI dashboard project. Budget is flexible.,"Professional PowerBI dashboard delivery. High quality, quick turnaround.",$2293,Pending
R-1995,2023-10-27,Design,Can you help with Vector illustrations? We are a startup.,"Professional Vector illustrations delivery. High quality, quick turnaround.",$2961,Accepted
R-1996,2023-09-28,IT Security,Need a quote for SSL configuration by tomorrow.,"Professional SSL configuration delivery. High quality, quick turnaround.",$2596,Pending
R-1997,2023-11-19,Data Science,Need a quote for PowerBI dashboard by tomorrow.,"Professional PowerBI dashboard delivery. High quality, quick turnaround.",$3966,Rejected
R-1998,2023-09-28,Design,Can you help with Logo redesign? We are a startup.,"Professional Logo redesign delivery. High quality, quick turnaround.",$3617,Rejected
R-1999,2023-09-27,Web Dev,Need a quote for WordPress site by tomorrow.,"Professional WordPress site delivery. High quality, quick turnaround.",$548,Pending
